2024-05-12 23:40:11,432 INFO    StreamThr :844206 [internal.py:wandb_internal():86] W&B internal server running at pid: 844206, started at: 2024-05-12 23:40:11.432496
2024-05-12 23:40:11,465 DEBUG   HandlerThread:844206 [handler.py:handle_request():146] handle_request: status
2024-05-12 23:40:11,465 INFO    WriterThread:844206 [datastore.py:open_for_write():87] open: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_234011-9b19t7p3/run-9b19t7p3.wandb
2024-05-12 23:40:11,466 DEBUG   SenderThread:844206 [sender.py:send():378] send: header
2024-05-12 23:40:11,499 DEBUG   SenderThread:844206 [sender.py:send():378] send: run
2024-05-12 23:40:12,183 DEBUG   HandlerThread:844206 [handler.py:handle_request():146] handle_request: check_version
2024-05-12 23:40:12,264 INFO    SenderThread:844206 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_234011-9b19t7p3/files
2024-05-12 23:40:12,264 INFO    SenderThread:844206 [sender.py:_start_run_threads():1099] run started: 9b19t7p3 with start time 1715524811.427446
2024-05-12 23:40:12,264 DEBUG   SenderThread:844206 [sender.py:send_request():405] send_request: check_version
2024-05-12 23:40:13,136 DEBUG   HandlerThread:844206 [handler.py:handle_request():146] handle_request: run_start
2024-05-12 23:40:13,141 DEBUG   HandlerThread:844206 [system_info.py:__init__():26] System info init
2024-05-12 23:40:13,141 DEBUG   HandlerThread:844206 [system_info.py:__init__():41] System info init done
2024-05-12 23:40:13,141 INFO    HandlerThread:844206 [system_monitor.py:start():194] Starting system monitor
2024-05-12 23:40:13,152 INFO    SystemMonitor:844206 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 23:40:13,152 INFO    HandlerThread:844206 [system_monitor.py:probe():214] Collecting system info
2024-05-12 23:40:13,160 DEBUG   HandlerThread:844206 [system_info.py:probe():150] Probing system
2024-05-12 23:40:13,162 INFO    SystemMonitor:844206 [interfaces.py:start():190] Started cpu monitoring
2024-05-12 23:40:13,164 DEBUG   HandlerThread:844206 [system_info.py:_probe_git():135] Probing git
