2024-05-19 12:48:19,178 INFO    StreamThr :3198220 [internal.py:wandb_internal():86] W&B internal server running at pid: 3198220, started at: 2024-05-19 12:48:19.178478
2024-05-19 12:48:19,179 DEBUG   HandlerThread:3198220 [handler.py:handle_request():146] handle_request: status
2024-05-19 12:48:19,184 INFO    WriterThread:3198220 [datastore.py:open_for_write():87] open: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240519_124819-5wpgcayr/run-5wpgcayr.wandb
2024-05-19 12:48:19,185 DEBUG   SenderThread:3198220 [sender.py:send():378] send: header
2024-05-19 12:48:19,216 DEBUG   SenderThread:3198220 [sender.py:send():378] send: run
2024-05-19 12:48:19,790 INFO    SenderThread:3198220 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240519_124819-5wpgcayr/files
2024-05-19 12:48:19,790 INFO    SenderThread:3198220 [sender.py:_start_run_threads():1099] run started: 5wpgcayr with start time 1716090499.178429
2024-05-19 12:48:19,795 DEBUG   HandlerThread:3198220 [handler.py:handle_request():146] handle_request: check_version
2024-05-19 12:48:19,795 DEBUG   SenderThread:3198220 [sender.py:send_request():405] send_request: check_version
2024-05-19 12:48:20,655 DEBUG   HandlerThread:3198220 [handler.py:handle_request():146] handle_request: run_start
2024-05-19 12:48:20,701 DEBUG   HandlerThread:3198220 [system_info.py:__init__():26] System info init
2024-05-19 12:48:20,701 DEBUG   HandlerThread:3198220 [system_info.py:__init__():41] System info init done
2024-05-19 12:48:20,701 INFO    HandlerThread:3198220 [system_monitor.py:start():194] Starting system monitor
2024-05-19 12:48:20,701 INFO    SystemMonitor:3198220 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-19 12:48:20,701 INFO    HandlerThread:3198220 [system_monitor.py:probe():214] Collecting system info
2024-05-19 12:48:20,701 INFO    SystemMonitor:3198220 [interfaces.py:start():190] Started cpu monitoring
2024-05-19 12:48:20,702 INFO    SystemMonitor:3198220 [interfaces.py:start():190] Started disk monitoring
2024-05-19 12:48:20,702 INFO    SystemMonitor:3198220 [interfaces.py:start():190] Started gpu monitoring
2024-05-19 12:48:20,702 INFO    SystemMonitor:3198220 [interfaces.py:start():190] Started memory monitoring
2024-05-19 12:48:20,703 INFO    SystemMonitor:3198220 [interfaces.py:start():190] Started network monitoring
2024-05-19 12:48:20,724 DEBUG   HandlerThread:3198220 [system_info.py:probe():150] Probing system
2024-05-19 12:48:20,729 DEBUG   HandlerThread:3198220 [system_info.py:_probe_git():135] Probing git
2024-05-19 12:48:20,735 DEBUG   HandlerThread:3198220 [system_info.py:_probe_git():143] Probing git done
2024-05-19 12:48:20,735 DEBUG   HandlerThread:3198220 [system_info.py:probe():198] Probing system done
