2024-05-19 12:48:58,700 INFO    StreamThr :3200598 [internal.py:wandb_internal():86] W&B internal server running at pid: 3200598, started at: 2024-05-19 12:48:58.700234
2024-05-19 12:48:58,701 DEBUG   HandlerThread:3200598 [handler.py:handle_request():146] handle_request: status
2024-05-19 12:48:58,705 INFO    WriterThread:3200598 [datastore.py:open_for_write():87] open: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240519_124858-4vrki3lx/run-4vrki3lx.wandb
2024-05-19 12:48:58,706 DEBUG   SenderThread:3200598 [sender.py:send():378] send: header
2024-05-19 12:48:58,732 DEBUG   SenderThread:3200598 [sender.py:send():378] send: run
2024-05-19 12:48:59,209 INFO    SenderThread:3200598 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240519_124858-4vrki3lx/files
2024-05-19 12:48:59,209 INFO    SenderThread:3200598 [sender.py:_start_run_threads():1099] run started: 4vrki3lx with start time 1716090538.700131
2024-05-19 12:48:59,213 DEBUG   HandlerThread:3200598 [handler.py:handle_request():146] handle_request: check_version
2024-05-19 12:48:59,213 DEBUG   SenderThread:3200598 [sender.py:send_request():405] send_request: check_version
2024-05-19 12:48:59,993 DEBUG   HandlerThread:3200598 [handler.py:handle_request():146] handle_request: run_start
2024-05-19 12:49:00,060 DEBUG   HandlerThread:3200598 [system_info.py:__init__():26] System info init
2024-05-19 12:49:00,060 DEBUG   HandlerThread:3200598 [system_info.py:__init__():41] System info init done
2024-05-19 12:49:00,060 INFO    HandlerThread:3200598 [system_monitor.py:start():194] Starting system monitor
2024-05-19 12:49:00,060 INFO    SystemMonitor:3200598 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-19 12:49:00,061 INFO    HandlerThread:3200598 [system_monitor.py:probe():214] Collecting system info
2024-05-19 12:49:00,061 INFO    SystemMonitor:3200598 [interfaces.py:start():190] Started cpu monitoring
2024-05-19 12:49:00,061 INFO    SystemMonitor:3200598 [interfaces.py:start():190] Started disk monitoring
2024-05-19 12:49:00,061 INFO    SystemMonitor:3200598 [interfaces.py:start():190] Started gpu monitoring
2024-05-19 12:49:00,062 INFO    SystemMonitor:3200598 [interfaces.py:start():190] Started memory monitoring
2024-05-19 12:49:00,062 INFO    SystemMonitor:3200598 [interfaces.py:start():190] Started network monitoring
2024-05-19 12:49:00,071 DEBUG   HandlerThread:3200598 [system_info.py:probe():150] Probing system
2024-05-19 12:49:00,075 DEBUG   HandlerThread:3200598 [system_info.py:_probe_git():135] Probing git
2024-05-19 12:49:00,081 DEBUG   HandlerThread:3200598 [system_info.py:_probe_git():143] Probing git done
2024-05-19 12:49:00,081 DEBUG   HandlerThread:3200598 [system_info.py:probe():198] Probing system done
