2024-05-29 20:13:20,433 INFO    StreamThr :361221 [internal.py:wandb_internal():86] W&B internal server running at pid: 361221, started at: 2024-05-29 20:13:20.433298
2024-05-29 20:13:20,434 DEBUG   HandlerThread:361221 [handler.py:handle_request():146] handle_request: status
2024-05-29 20:13:20,438 INFO    WriterThread:361221 [datastore.py:open_for_write():87] open: /home/eiden/eiden/octc-segmentation/src/trainer/train/wandb/run-20240529_201320-anl7y99a/run-anl7y99a.wandb
2024-05-29 20:13:20,438 DEBUG   SenderThread:361221 [sender.py:send():378] send: header
2024-05-29 20:13:20,452 DEBUG   SenderThread:361221 [sender.py:send():378] send: run
2024-05-29 20:13:20,996 INFO    SenderThread:361221 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/octc-segmentation/src/trainer/train/wandb/run-20240529_201320-anl7y99a/files
2024-05-29 20:13:20,996 INFO    SenderThread:361221 [sender.py:_start_run_threads():1099] run started: anl7y99a with start time 1716981200.433196
2024-05-29 20:13:21,001 DEBUG   HandlerThread:361221 [handler.py:handle_request():146] handle_request: check_version
2024-05-29 20:13:21,002 DEBUG   SenderThread:361221 [sender.py:send_request():405] send_request: check_version
2024-05-29 20:13:21,809 DEBUG   HandlerThread:361221 [handler.py:handle_request():146] handle_request: run_start
2024-05-29 20:13:21,833 DEBUG   HandlerThread:361221 [system_info.py:__init__():26] System info init
2024-05-29 20:13:21,833 DEBUG   HandlerThread:361221 [system_info.py:__init__():41] System info init done
2024-05-29 20:13:21,833 INFO    HandlerThread:361221 [system_monitor.py:start():194] Starting system monitor
2024-05-29 20:13:21,833 INFO    SystemMonitor:361221 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 20:13:21,833 INFO    HandlerThread:361221 [system_monitor.py:probe():214] Collecting system info
2024-05-29 20:13:21,833 INFO    SystemMonitor:361221 [interfaces.py:start():190] Started cpu monitoring
2024-05-29 20:13:21,833 INFO    SystemMonitor:361221 [interfaces.py:start():190] Started disk monitoring
2024-05-29 20:13:21,834 INFO    SystemMonitor:361221 [interfaces.py:start():190] Started gpu monitoring
2024-05-29 20:13:21,834 INFO    SystemMonitor:361221 [interfaces.py:start():190] Started memory monitoring
