2024-05-12 04:54:14,975 INFO    StreamThr :333100 [internal.py:wandb_internal():86] W&B internal server running at pid: 333100, started at: 2024-05-12 04:54:14.975141
2024-05-12 04:54:14,976 DEBUG   HandlerThread:333100 [handler.py:handle_request():146] handle_request: status
2024-05-12 04:54:14,981 INFO    WriterThread:333100 [datastore.py:open_for_write():87] open: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_045414-lok93lme/run-lok93lme.wandb
2024-05-12 04:54:14,981 DEBUG   SenderThread:333100 [sender.py:send():378] send: header
2024-05-12 04:54:14,999 DEBUG   SenderThread:333100 [sender.py:send():378] send: run
2024-05-12 04:54:15,665 INFO    SenderThread:333100 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_045414-lok93lme/files
2024-05-12 04:54:15,665 INFO    SenderThread:333100 [sender.py:_start_run_threads():1099] run started: lok93lme with start time 1715457254.975097
2024-05-12 04:54:15,670 DEBUG   HandlerThread:333100 [handler.py:handle_request():146] handle_request: check_version
2024-05-12 04:54:15,670 DEBUG   SenderThread:333100 [sender.py:send_request():405] send_request: check_version
2024-05-12 04:54:16,630 DEBUG   HandlerThread:333100 [handler.py:handle_request():146] handle_request: run_start
2024-05-12 04:54:16,652 DEBUG   HandlerThread:333100 [system_info.py:__init__():26] System info init
2024-05-12 04:54:16,652 DEBUG   HandlerThread:333100 [system_info.py:__init__():41] System info init done
2024-05-12 04:54:16,652 INFO    HandlerThread:333100 [system_monitor.py:start():194] Starting system monitor
2024-05-12 04:54:16,653 INFO    SystemMonitor:333100 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 04:54:16,653 INFO    HandlerThread:333100 [system_monitor.py:probe():214] Collecting system info
2024-05-12 04:54:16,653 INFO    SystemMonitor:333100 [interfaces.py:start():190] Started cpu monitoring
2024-05-12 04:54:16,653 INFO    SystemMonitor:333100 [interfaces.py:start():190] Started disk monitoring
2024-05-12 04:54:16,654 INFO    SystemMonitor:333100 [interfaces.py:start():190] Started gpu monitoring
2024-05-12 04:54:16,654 INFO    SystemMonitor:333100 [interfaces.py:start():190] Started memory monitoring
2024-05-12 04:54:16,654 INFO    SystemMonitor:333100 [interfaces.py:start():190] Started network monitoring
2024-05-12 04:54:16,674 DEBUG   HandlerThread:333100 [system_info.py:probe():150] Probing system
2024-05-12 04:54:16,677 DEBUG   HandlerThread:333100 [system_info.py:_probe_git():135] Probing git
2024-05-12 04:54:16,682 DEBUG   HandlerThread:333100 [system_info.py:_probe_git():143] Probing git done
2024-05-12 04:54:16,682 DEBUG   HandlerThread:333100 [system_info.py:probe():198] Probing system done
