2024-05-12 13:25:28,310 INFO    StreamThr :346300 [internal.py:wandb_internal():86] W&B internal server running at pid: 346300, started at: 2024-05-12 13:25:28.309829
2024-05-12 13:25:28,310 DEBUG   HandlerThread:346300 [handler.py:handle_request():146] handle_request: status
2024-05-12 13:25:28,315 INFO    WriterThread:346300 [datastore.py:open_for_write():87] open: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_132528-b2mb7m1x/run-b2mb7m1x.wandb
2024-05-12 13:25:28,315 DEBUG   SenderThread:346300 [sender.py:send():378] send: header
2024-05-12 13:25:28,342 DEBUG   SenderThread:346300 [sender.py:send():378] send: run
2024-05-12 13:25:28,924 INFO    SenderThread:346300 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/chest-segmentation/src/trainer/train/wandb/run-20240512_132528-b2mb7m1x/files
2024-05-12 13:25:28,924 INFO    SenderThread:346300 [sender.py:_start_run_threads():1099] run started: b2mb7m1x with start time 1715487928.30984
2024-05-12 13:25:28,937 DEBUG   HandlerThread:346300 [handler.py:handle_request():146] handle_request: check_version
2024-05-12 13:25:28,938 DEBUG   SenderThread:346300 [sender.py:send_request():405] send_request: check_version
2024-05-12 13:25:29,749 DEBUG   HandlerThread:346300 [handler.py:handle_request():146] handle_request: run_start
2024-05-12 13:25:29,753 DEBUG   HandlerThread:346300 [system_info.py:__init__():26] System info init
2024-05-12 13:25:29,753 DEBUG   HandlerThread:346300 [system_info.py:__init__():41] System info init done
2024-05-12 13:25:29,754 INFO    HandlerThread:346300 [system_monitor.py:start():194] Starting system monitor
2024-05-12 13:25:29,754 INFO    SystemMonitor:346300 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 13:25:29,754 INFO    HandlerThread:346300 [system_monitor.py:probe():214] Collecting system info
2024-05-12 13:25:29,754 INFO    SystemMonitor:346300 [interfaces.py:start():190] Started cpu monitoring
2024-05-12 13:25:29,754 INFO    SystemMonitor:346300 [interfaces.py:start():190] Started disk monitoring
2024-05-12 13:25:29,754 INFO    SystemMonitor:346300 [interfaces.py:start():190] Started gpu monitoring
2024-05-12 13:25:29,755 INFO    SystemMonitor:346300 [interfaces.py:start():190] Started memory monitoring
2024-05-12 13:25:29,755 INFO    SystemMonitor:346300 [interfaces.py:start():190] Started network monitoring
2024-05-12 13:25:29,763 DEBUG   HandlerThread:346300 [system_info.py:probe():150] Probing system
2024-05-12 13:25:29,766 DEBUG   HandlerThread:346300 [system_info.py:_probe_git():135] Probing git
2024-05-12 13:25:29,771 DEBUG   HandlerThread:346300 [system_info.py:_probe_git():143] Probing git done
2024-05-12 13:25:29,771 DEBUG   HandlerThread:346300 [system_info.py:probe():198] Probing system done
